title,authors,journal,doi,pub_date,times_cited,abstract
"Metabolic and digestive response to food ingestion in a binge-feeding lizard, the Gila monster (Heloderma suspectum)","['Christel, CM', 'DeNardo, DF', 'Secor, SM']",JOURNAL OF EXPERIMENTAL BIOLOGY,10.1242/jeb.004820,OCT 1 2007,31,NA
A Cdk5 inhibitor enhances the induction of insulin secretion by exendin-4 both in vitro and in vivo,"['Kitani, K', 'Oguma, S', 'Nishiki, TI', 'Ohmori, I', 'Galons, H', 'Matsui, H', 'Meijer, L', 'Tomizawa, K']",JOURNAL OF PHYSIOLOGICAL SCIENCES,10.2170/physiolsci.RP006607,AUG 2007,13,"Exendin-4 (Ex4) is a peptide found in the lizard Heloderma suspectum, and it has a high similarity to glucagon-like peptide 1 (GLP-1). It induces insulin secretion without the risk of hypoglycemic episodes. Cyclin-dependent kinase 5 (Cdk5) is a serine/threonine kinase that is predominantly expressed in neurons. Recent studies have shown that this kinase regulates glucose-stimulated insulin secretion. Cdk5 inhibition enhances insulin secretion under conditions of stimulation by high glucose, but not low glucose. In the present study, we examined whether R-roscovitine (R-ros), a Cdk5 inhibitor, enhances insulin secretion induced by Ex4. R-ros induced Ex4-dependent insulin secretion under conditions of high glucose, but not low glucose in MIN6B1 cells. The enhancement by R-ros was also observed in db/db mice, a mouse model of type 2 diabetes. Moreover, long-term treatment with Ex4 and R-ros significantly improved HbA1c compared with treatment using only Ex4. These results suggest that a co-application of R-ros and Ex4 may become a promising therapy for the treatment of type 2 diabetes."
"The urinary bladder as a physiological reservoir that moderates dehydration in a large desert lizard, the Gila monster Heloderma suspectum
","['Davis, JR', 'DeNardo, DF']",JOURNAL OF EXPERIMENTAL BIOLOGY,10.1242/jeb.003061,APR 15 2007,14,"Animals inhabiting xeric environments use a variety of behavioral and physiological strategies to balance water budgets. We studied the potential contribution of the urinary bladder to osmoregulation in a large desert lizard, the Gila monster Heloderma suspectum. Here we present results of a series of in vivo laboratory experiments which tested the hypothesis that the Gila monster urinary bladder serves as a physiological reservoir, as in amphibians and chelonians, providing water that buffers increases in plasma osmolality when food and water are unavailable. Adult Gila monsters absorbed water from the urinary bladder into circulation and absorption of water from the urinary bladder and drinking water provided similar osmoregulatory benefits within 24 h, although drinking water provided a more immediate osmotic benefit. During food and water deprivation, plasma osmolality increased 2.5 times faster in lizards with an empty urinary bladder compared with those with a full bladder. During rehydration, stereotyped binge drinking behavior increased body mass nearly 22%, which resulted in a 24% reduction in plasma osmolality and a substantial increase in bladder water within 24 h. These results support our hypothesis and demonstrate for the first time in an adult lizard that the urinary bladder can function as a long-term physiological water reservoir. This trait can provide a critical benefit to osmoregulation during the 2-to 3-month summer dry season characteristic of the deserts that Gila monsters inhabit."
Heads or tails? Sexual dimorphism in helodermatid lizards,"['Gienger, CM', 'Beck, DD']",CANADIAN JOURNAL OF ZOOLOGY-REVUE CANADIENNE DE ZOOLOGIE,10.1139/Z06-198,JAN 2007,6,"We tested the hypothesis that helodermatid lizards (Gila monsters, Heloderma suspectum Cope, 1869, and beaded lizards, H. horridum (Wiegmann, 1829)) show sexual dimorphism in morphological traits related to male-male agonistic behaviors. Male-male combat in helodermatid lizards involves repeated sequences of ritualized grappling. Male Gila monsters use their heads in attempts to gain or maintain a superior position during repeated combat bouts that may last for hours. Pairs of fighting male beaded lizards form spectacular body arches, with abdomens adpressed and snouts, forelimbs, and tail tips contacting the ground. We measured body size, head size, and tail length in 208 preserved H. suspectum, and body size and tail length (but not head size) in 79 live H. horridum, then tested for sexual dimorphism using analysis of covariance. Male Gila monsters had proportionately larger heads than females but did not differ in tail length or body size. Male beaded lizards had proportionately longer tails than females and were larger in body size only when the largest individuals were included in the analysis. Differences in head dimensions (in H. suspectum) and tail length (in H. horridum) are likely the result of sexual selection acting through male-male agonistic behaviors in this unique lizard taxon."
"Absence of exendin-4 effects on postprandial glucose and lipids in the Gila monster, Heloderma suspectum
","['Christel, CM', 'DeNardo, DF']",JOURNAL OF COMPARATIVE PHYSIOLOGY B-BIOCHEMICAL SYSTEMIC AND ENVIRONMENTAL PHYSIOLOGY,10.1007/s00360-006-0115-6,JAN 2007,6,"Circulating nutrients serve as energy resources for functioning tissues throughout the body. While the tight regulation of plasma nutrients has been extensively studied in mammals, investigations into specific metabolic regulators in reptiles have been limited and have revealed conflicting results. The peptide exendin-4, which was isolated from the saliva of Gila monsters, Heloderma suspectum, has demonstrated prolonged plasma glucose-lowering properties in mammals. Although exendin-4 has often been labeled a venom protein, circulating plasma levels of exendin-4 have been shown to increase in response to feeding. Because exendin-4 has glucose-regulating effects in mammals, we hypothesized that post-prandial elevation in circulating exendin-4 levels in Gila monsters reduces plasma glucose and triglycerides. To examine the effect of exendin-4 on circulating nutrients, we measured plasma glucose, triglyceride, and cholesterol levels of Gila monsters in response to one of four treatments: fed live mice (a natural post-prandial increase in exendin-4), force-fed dead mice while anesthetized (no post-prandial exendin-4 increase), force-fed dead mice while anesthetized and injected with exendin-4 immediately after feeding (exogenous increase in exendin-4), and force-fed dead mice while anesthetized and injected with exendin-4 24 h after feeding (delayed exogenous increase in exendin-4). After prey ingestion, glucose and triglyceride levels increased significantly over time in all treatment groups, but there was no significant treatment effect. Plasma exendin-4 levels showed significant time and treatment effects, but did not correspond to glucose and triglyceride levels. Our results demonstrate that plasma nutrient levels in Gila monsters respond relatively slowly to feeding and that exendin-4 does not have the same effect on circulating glucose in Gila monsters as it does in mammals. Further studies are necessary to determine whether circulating exendin-4 has an alternate role in regulating other components of energy metabolism such as nutrient uptake rate in the small intestine."
"The effect of hydration state on activity in a free-ranging Sonoran Desert lizard, the Gila Monster, Heloderma suspectum.","['Davis, JR', 'Denardo, DF']",INTEGRATIVE AND COMPARATIVE BIOLOGY,NA,DEC 2006,0,NA
"Alternate overwintering strategies in the Gila Monster, Heloderma suspectum: Implications of refuge location on timing and duration of inactivity, thermal biology, and energetics.","['Davis, JR', 'Denardo, DF']",INTEGRATIVE AND COMPARATIVE BIOLOGY,NA,DEC 2006,0,NA
Exenatide in type 2 diabetes: treatment effects in clinical studies and animal study data,"['Gallwitz, B']",INTERNATIONAL JOURNAL OF CLINICAL PRACTICE,10.1111/j.1742-1241.2006.01196.x,DEC 2006,39,"The therapeutic options for treating type 2 diabetes have been widened by the introduction of exenatide as the first incretin mimetic. Incretins are gut hormones that contribute to the stimulation of insulin secretion after a carbohydrate rich meal. The incretin hormone glucagon-like peptide-1 (GLP-1) not only stimulates insulin secretion under hyperglycaemic conditions, but also suppresses glucagon secretion, slows gastric emptying, induces satiety and improves beta cell function in type 2 diabetes. These beneficial effects have awakened the interest to use GLP-1 for the treatment of type 2 diabetes. Because of its short biological half-life, GLP-1 itself is not practical for type 2 diabetes therapy. Exenatide is a peptide found in the lizard Heloderma suspectum and has a high similarity to GLP-1. Exenatide belongs to the novel class of incretin mimetics because of its incretin-like action. It has a much longer biological half life than GLP-1 and is a GLP-1 receptor agonist that can be used for therapeutic purposes by twice daily injection. Clinical studies and clinical experience with exenatide have shown a significant reduction in HbA1c, fasting- and postprandial glucose and a marked reduction in body weight in type 2 diabetic patients. Animal studies reveal an improvement of beta cell function and an increase in beta cell mass after exenatide treatment. This review gives an overview on exenatide, its pharmacological profile and its role and potential in the therapeutic setting of type 2 diabetes. Furthermore, future developments concerning exenatide application are highlighted."
Major contributions of comparative endocrinology to the development and exploitation of the incretin concept,"['Conlon, JM', 'Patterson, S', 'Flatt, PR']",JOURNAL OF EXPERIMENTAL ZOOLOGY PART A-COMPARATIVE EXPERIMENTAL BIOLOGY,10.1002/jez.a.312,SEP 1 2006,4,"An incretin is a factor released by the gut in response to nutrients that facilitates uptake of glucose by peripheral tissues. The incretin concept predates the discovery of insulin but it is now clear that incretins act by stimulating secretion of this hormone. As glucagon has insulin-releasing activity, it was speculated that intestinal glucagon-like immunoreactivity (enteroglucagon) was involved in the incretin effect but it was an achievement in the field of comparative endocrinology that led to the demonstration that the preproglucagon gene encodes the most potent incretin in the human. Characterization of cloned cDNAs encoding two preproglucagons from the Brockmann body of the anglerfish Lophius americanus demonstrated that the glucagon sequence is flanked by a 34 amino-acid-residue sequence with appreciable structural similarity to glucagon that was termed glucagon-like peptide (GLP). A 36 amino-acid-residue ortholog of anglerfish GLP was subsequently identified in human preproglucagon but this peptide had only weak insulin-releasing activity. However, alignment of GLP sequences from human and teleost fish showed that the human ortholog is extended from its N-terminus by a hexapeptide. Removal of this extension by an endogenous protease generates GLP-1-(7-36)amide, the potent and effective form of the incretin. More recently, comparative endocrinology has contributed to the exploitation of incretins as antidiabetic drugs. Exendin-4, a GLP-1 receptor agonist first isolated from the venom of the Gila monster Heloderma suspectum, is a clinically valuable, long-acting incretin and the skins of several species of frogs synthesize potent insulin-releasing peptides with therapeutic potential."
Isolation and cloning of exendin precursor cDNAs from single samples of venom from the Mexican beaded lizard (Heloderma horridum) and the Gila monster (Heloderma suspectum),"['Chen, TB', 'Kwok, H', 'Ivanyi, C', 'Shaw, C']",TOXICON,10.1016/j.toxicon.2005.11.004,MAR 2006,12,"Reptile venoms are complex cocktails of bioactive molecules, including peptides. While the drug discovery potential of most species remains unrealized, many are endangered and afforded protection under international treaties. In this study, we describe how potential clinically important bioactive peptides and their corresponding mRNAs can be structurally characterized from single, small samples of reptile venom. The potential type-2 diabetes therapeutics, exendin-3 and exendin-4, from the Mexican beaded lizard (Heloderma horridum) and the Gila monster (Heloderma suspectum), respectively, have been characterized at both protein and nucleic acid levels to illustrate the efficacy of the technique and its contribution to biodiversity conservation. (c) 2005 Elsevier Ltd. All rights reserved."
"Release of exendin-4 is controlled by mechanical action in Gila Monsters, Heloderma suspectum
","['Christel, CM', 'DeNardo, DF']",COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY A-MOLECULAR & INTEGRATIVE PHYSIOLOGY,10.1016/j.cbpa.2005.10.029,JAN 2006,5,"Exendin-4 is a peptide produced exclusively by the salivary glands of the Gila Monster, Heloderma suspectum. Although exendin-4 is considered a venom component, circulating plasma levels of exendin-4 have been shown to increase in response to feeding. Previous studies using mammals have demonstrated exendin-4 has prolonged plasma glucose-lowering properties. While these findings suggest a possible role of exendin-4 as a metabolic hormone in the Gila Monster, the mechanism controlling its release by the salivary gland has not previously been studied. We investigated possible factors driving exendin-4 release by testing Gila Monsters' response to one of six treatment groups: fed egg, fed juvenile rat, gastric intubation with egg while under anesthesia, olfactory stimulation from egg without ingestion, unfed control, and biting without feeding. These treatments were designed to separately test actions associated with feeding and different food types. We measured plasma exendin-4 levels using an immunoenzymetric assay before and at three time points after each treatment. Exendin-4 levels increased significantly in groups where considerable biting occurred but not in the other treatment groups. These results Suggest that exendin-4 is released from the salivary glands in response to mechanical stimulation and not the detection of food either by smell, taste, or distention of the gut. Further study of exendin-4 in its natural organism is needed to elucidate the functional role of exendin-4 as a venom component and/or a metabolic regulator. (c) 2005 Elsevier Inc. All rights reserved."
"Expression and purification of exendin-4, a GLP-1 receptor agonist, in Escherichia coli","['Yin, XP', 'Wei, DZ', 'Yi, LN', 'Tao, XY', 'Ma, YS']",PROTEIN EXPRESSION AND PURIFICATION,10.1016/j.pep.2004.10.014,JUN 2005,12,"Exendin-4 is a 39 amino acid peptide isolated from salivary secretions of Gila monster (Heloderma suspectrum). It shows 53% sequence similarity to glucagon-like peptide-1 (GLP-1), which is evaluated for the regulation of plasma glucose in type 2 diabetes. Exendin-4 is a potent and long-acting agonist of GLP-1 receptor. In the present Study, the exendin-4 gene obtained by PCR with an enterokinase site at N-terminus and a termination codon at C-terminus was expressed in Escherichia coli strain BL21 (DE3) harboring pET32a(+). The fusion protein was purified by chromatography on Ni-NTA-agarose column. Recombinant exendin-4 was obtained by enterokinase cleavage of the fusion protein and subsequent purification. The yield of recombinant exendin-4 was 3.15 mg/10g bacteria. The obtained recombinant exendin-4 shows glucose-lowering action in vivo. (c) 2004 Elsevier Inc. All rights reserved."
"Release of exendin-4 controlled by mechanical action in gila monsters, Heloderma suspectum
","['Christel, CM', 'Denardo, DF']",INTEGRATIVE AND COMPARATIVE BIOLOGY,NA,DEC 2004,0,NA
The contribution of urinary bladder water to hydrostasis in the Gila Monster (Heloderma suspectum),"['Davis, JR', 'Denardo, DF']",INTEGRATIVE AND COMPARATIVE BIOLOGY,NA,DEC 2004,0,NA
