title,authors,journal,doi,pub_date,times_cited,abstract
"Induction, development and maturation of somatic embryos in Bunge's pine (Pinus bungeana Zucc. ex Endl.)","['Zhang, CX', 'Li, Q', 'Kong, LS', 'SPRUCE PICEA-GLAUCA']",PLANT CELL TISSUE AND ORGAN CULTURE,10.1007/s11240-007-9294-4,DEC 2007,12,"Embryogenic tissue was induced from developing immature zygotic embryos in Bunge's pine (Pinus bungeana Zucc. ex Endl.). Induction rate reached 84.4% with our best treatment. Zygotic embryos were dissected from megagametophytes and inoculated on different induction media, DCR1 (Gupta PK, Durzan DJ (1985) Plant Cell Rep 4:177-179), BM1 (Gupta PK, Pullman G (1991) U.S. Patent No. 5,036,00) and MSG (Becwar MR, et al. (1988) Somatic cell genetic of woody plants. Kluwer Academic Publishers, Dordrecht, pp. 1-18), supplemented with 2,4-dichlorophenoxyacetic acid (2, 4-D) and 6-benzylaminopurine (BA). DCR1 was the best medium for initiating embryogenic tissue. Induction rates were affected significantly by developmental stages of explants. The highest induction rate was obtained with embryos collected on either June 20 or June 30 with 10 mg 1(-1) 2, 4-D and 4 mg 1(-1) BA. Embryogenic tissue was subcultured monthly on DCR1 medium supplemented with 0.3 mg 1(-1) 2, 4-D and 0.2 mg 1(-1) a-naphthaleneacetic acid. In order to enhance embryo maturation, embryogenic tissue was transferred onto DCR1 medium for two weeks, in which 1,000 mg 1(-1) myo-inositol was included and all plant growth regulators were eliminated. This pretreated tissue was then transferred onto a maturation medium that was DCR1 medium containing 50 g 1(-1) sucrose and 0.1 mg 1(-1) indolebutyric acid. In this study, benefits of embryo maturation were not observed when abscisic acid and polyethylene glycol were applied in the culture."
[Physico-chemical characteristics of ambient particles settling upon leaf surface of six conifers in Beijing].,"['Wang, Lei', 'Hasi, Eerdun', 'Liu, Lian-You', 'Gao, Shang-Yu']","Ying yong sheng tai xue bao = The journal of applied ecology / Zhongguo sheng tai xue xue hui, Zhongguo ke xue yuan Shenyang ying yong sheng tai yan jiu suo zhu ban",NA,2007-Mar,0,"The study on the density of ambient particles settling upon the leaf surface of six conifers in Beijing, the micro-configurations of the leaf surface, and the mineral and element compositions of the particles showed that at the same sites and for the same tree species, the density of the particles settling upon leaf surface increased with increasing ambient pollution, but for various tree species, it differed significantly, with the sequence of Sabina chinensis and Platycladus orientalis > Cedrus deodara and Pinus bungeana > P. tabulaeformis and Picea koraiensis. Due to the effects of road dust, low height leaf had a larger density of particles. The density of the particles was smaller in summer than in winter because of the rainfall and new leaf growth. The larger the roughness of leaf surface, the larger density of the particles was. In the particles, the overall content of SiO2, CaCO3, CaMg(CO3,), NaCl, 2CaSO4 . H2O, CaSO4 . 2H2O and Fe2O3 was about 10%-30%, and the main minerals were montmorillonite, illite, kaolinite and feldspar. The total content of 21 test elements in the particles reached 16%-37%, among which, Ca, Al, Fe, Mg, K, Na and S occupied 97% or more, while the others were very few and less affected by sampling sites and tree species."
"Changes in the composition of volatile monoterpenes and sesquiterpenes of Pinus armandi, P-tabulaeformis, and P-bungeana in Northwest China","['Chen, H', 'Tang, M', 'Gao, JM', 'Chen, X', 'Li, ZB']",CHEMISTRY OF NATURAL COMPOUNDS,10.1007/s10600-006-0208-1,SEP-OCT 2006,13,"The volatile mono- and sesquiterpenes obtained from the needles and resin of Pinus armandi, P. tabulaeformis, andP. bungeana growing in the Qinling, Taibai, and Huanglong Mountain forest ecosystem were analyzed by means of GC-MS. Forty-eight constituents were identified, and alpha-pinene, beta-pinene, IR-alpha-pinene, beta-caryophyllene, cadindiene, alpha-caryophyllene, D-limonene, and IS-beta-pinene were the major components of the mono- and sesquiterpenes in the needles and resin. The components of the volatile mono- and sesquiterpenes from the needles and resin at Qinling, Taibai, and Huanglong Mountains had remarkable differences in three pine specifies, whereas the monopertene content such as alpha-pinene, beta-pinene, D-limonene, and camphene were mostly changed in the growing stage. The intraspecies variation in the different ecosystems can be attributed to the species' geography and genetic variation, and even the adaptation of the pine species to different ecological environments. Moreover, monoterpenes and sesquiterpenes can be induced by the attack of bark beetles, of which the alpha-pinene, beta-pinene, IR-alpha-pinene, IS-alpha-pinene, beta-myrecene, and beta-caryophyllene contents had positive relations with the attacking Dendroctonus armandi and D. valens."
"Chromosomal localization of 5S and 18S rDNA in five species of subgenus Strobus and their implications for genome evolution of Pinus
","['Cai, Q', 'Zhang, DM', 'Liu, ZL', 'Wang, XR']",ANNALS OF BOTANY,10.1093/aob/mcl030,MAY 2006,36,"Background and Aims Studying the genome structure of pines has been hindered by their large genomes and uniform karyotypes. Consequently our understanding of the genome organization and evolutionary changes in different groups of pines is extremely limited. However, techniques are now available that can surmount these difficulties. The purpose of this study was to exploit some of these techniques to characterize the genome differentiation between the two subgenera of Pinus: Pinus and Strobus.

Methods Double-probe fluorescence in-situ hybridization (FISH) was used to localize the 5S and 18S rDNA loci on chromosomes of five species from the subgenus Strobus: P. bungeana, P. koraiensis, P. armandii, P. wallichiana and P. strobus.

Key Results The rDNA FISH pattern varied considerably among the five species, with P. bungeana being the most distinct. By comparing the results obtained with those of previous rDNA FISH studies of members of the subgenus Pinus, several general features of rDNA loci distribution in the genus Pinus can be discerned: (a) species of subgenus Strobus generally have more rDNA loci than species of subgenus Pinus, correlating with their larger genomes in the subgenus Strobus; (b) there is a clear differentiation in 5S and 18S rDNA loci linkage patterns between the two subgenera; (c) variations in the rDNA FISH pattern correlate with phylogenetic relationships among species within the subgenus; (d) P. bungeana has fewer 18S rDNA sites than other pines investigated to date, but they give intense signals, and may reflect the primary distribution of the 18S-25S rDNA loci in the genus.

Conclusions The stable differentiation in rDNA FISH pattern between the subgenera suggests that chromosomal rearrangements played a role in the splitting of the two subgenera, and transpositional events rather than major structural changes are likely responsible for the variable rDNA distribution patterns among species of the same subgenus with conserved karyotypes."
"A rapid, efficient method for the mass production of pollen protoplasts from Pinus bungeana Zucc. ex Endl. and Picea wilsonii Mast.","['Fang, KF', 'Zhang, LY', 'Lin, JX']",FLORA,10.1016/j.flora.2005.04.005,2006,1,"An optimized protocol was established to isolate large numbers of mature living pollen protoplasts of Pinus bungeana Zucc. ex Endl. and Picea wilsonii Mast. Intact pollen grains of P. bungeana or pollen with short tubes were incubated with gentle agitation in a solution of 2% cellulase R-10, 1.5% macerozyme R-10, 15% sucrose, 0.01% H3BO3, and 0.01% CaCl2. Intact pollen protoplasts with diameters of 40 mu m were liberated, with an isolation rate of up to 70% after 6 h of enzymatic incubation. The optimal pH and temperature for the reaction were 5.8 and 24 degrees C, respectively, and the optimal enzymatic digestion conditions were 6 h of incubation in the above solution. The method for isolating pollen protoplasts from P. wilsonii was similar to that for P. bungeana, except that the incubation medium contained 12% rather than 15% sucrose and the optimal enzyme concentrations were 3% cellulase and 2% macerozyme. The isolated pollen protoplasts were demonstrated to be living by microscopy in a fluorochromatic reaction with fluorescein diacetate (FDA). (C) 2005 Elsevier GmbH. All rights reserved."
WOOD FRACTURE PATTERN DURING THE WATER DESORPTION PROCESS,"['Wang, Liyu', 'Zhao, Guangjie', 'Lu, Zhenyou']",Maderas. Ciencia y tecnología,10.4067/S0718-221X2006000100003,2006,0,"Wood is a hygroscopic material and its mechanical properties change with moisture content below the fiber saturation point. Fracture characteristic is one of most important mechanical properties of wood and often is taken as an important safety design factor for wood as an engineered structural material. The aim of this paper is to investigate the effect of moisture content changes on wood fracture properties, focusing on fracture behavior and patterns with different crack orientations of Betula platyphylla Suk. and Pinus bungeana in two different desorption processes. These two desorption processes were, respectively, from fiber saturation point to an equilibrium moisture content corresponding to 82.4 %RH at 20°C and from 82.4 %RH to 35.2 %RH at the same temperature of 20 °C"
Heterotrimeric G protein alpha-subunit is localized in the plasma membrane of Pinus bungeana pollen tubes,"['Zhang, LY', 'Fang, KF', 'Lin, JX']",PLANT SCIENCE,10.1016/j.plantsci.2005.07.015,DEC 2005,2,"Heterotrimeric G proteins are involved in a variety of cellular responses, but relatively little is known about their function and biochemistry in plant pollen. In this paper, we establish the presence of a G protein associated with the plasma membranes of Pinus bungeana pollen tube. A 40 kDa polypeptide is detected and immunolocalized predominantly in pollen tube plasma membranes by polyclonal antisera directed against conserved peptides of mammalian G alpha-subunit during pollen tube development. Cholera and pertussis toxins exhibited biphasic actions on tube growth, that is to say, inhibited pollen tube growth and result in rupture of tubes at concentrations less than 400 ng mL(-1), whereas stimulated pollen tube growth at concentration over 500 ng mL(-1). Fourier transform-infrared (FT-IR) spectra showed that the two toxins at concentrations of 400 ng mL(-1) resulted in enhanced synthesis of phenolics and reduced synthesis of cellulose, hemicellulose, and xylan of pollen tube wall, which may account for incidental rupture of pollen tubes at the concentration. These results suggest that the two toxins possibly affect pollen tube growth via downstream pertussis or cholera toxin-sensitive functional proteins, which regulate tube wall biosynthesis than at the G alpha-subunit in P. bungeana tube growth. (c) 2005 Elsevier Ireland Ltd. All rights reserved."
"Casparian strips in needles are more solute permeable than endodermal transport barriers in roots of Pinus bungeana
","['Wu, XQ', 'Lin, JX', 'Lin, QQ', 'Wang, J', 'Schreiber, L']",PLANT AND CELL PHYSIOLOGY,10.1093/pcp/pci194,NOV 2005,10,"The structure and development of endodermal Casparian strips in Pinus bungeana needles and roots were studied by scanning electron microscopy and fluorescence microscopy. Primary pit fields (PFs) frequently occurred in radial walls of Casparian strips isolated from needles, whereas PFs were never detected in Casparian strips from roots. Formation of Casparian strips in needles as well as roots started at the outer parts of the radial walls and they finally occupied the entire radial walls of the endodermis. Fourier transform infrared (FTIR) spectroscopy of Casparian strips isolated from roots revealed significant absorption bands characteristic for suberin. However, in Casparian strips of needles, evidence for suberin was rarely detected by FTIR spectroscopy. The apoplastic permeability of Casparian strips in needles and roots was probed by the apoplastic tracers calcofluor and berberine. Casparian strips in roots efficiently blocked the apoplastic transport (AT) of calcofluor and berberine. Casparian strips in needles blocked the AT of calcofluor, but diffusion of berberine was not inhibited and berberine thiocyanate crystals were detectable in the vascular tissue of the needles. From the data presented, it must be concluded that Casparian strips in needles, which are characterized by the absence of suberin, are more solute permeable compared with Casparian strips in roots."
Volatile organic compounds and their roles in bacteriostasis in five conifer species,"['Gao, Y', 'Jin, YJ', 'Li, HD', 'Chen, HJ']",JOURNAL OF INTEGRATIVE PLANT BIOLOGY,10.1111/j.1744-7909.2005.00081.x,APR 2005,15,"In order to make clear the functions of plant volatile organic compounds (VOCs) on bacteriostasis and air decontamination, we analyzed the composition and content of VOCs in Pinus tabulaeformis Carr., P. bungeana Zucc., Sabina chinensis Antoine, Picea koraiensis Nakai, and Cedrus deodara G. Don under near-natural conditions using the thermal-desorption cold trap gas chromatography/mass spectrometer technique. The effects of the VOCs on airborne microorganisms were investigated using the method of natural sedimentation. Results showed that the major VOCs were as follows: limonene, beta-pinene, alpha-pinene, and alpha-caryophyllene in Pinus tabulaefonnis and P. bungeana; limonene, borneol acetate, beta-pinene, myrcene, and tricylene in S. chinensis; limonene, alpha-pinene, myrcene, camphene, and beta-pinene in Picea koraiensis; and limonene, 2, (10)-pinene, alpha-pinene, and myrcene in C. deodara. These VOCs and the corresponding foliar extracts inhibited the growth of bacteria and stimulated the growth of fungi. Experimental data using monomers of the VOCs demonstrated that limonene, beta-pinene, and three aldehydes could significantly inhibit bacterial growth, suggesting an inhibitory effect of VOCs on the growth of airborne microorganisms in the five conifer species. The bacteriostasis and air-decontaminating effects of plant VOCs are further discussed in terms of their chemical composition."
Inhibition of RNA and protein synthesis in pollen tube development of Pinus bungeana by actinomycin D and cycloheximide,"['Hao, HQ', 'Li, YQ', 'Hu, YX', 'Lin, JX']",NEW PHYTOLOGIST,10.1111/j.1469-8137.2004.01290.x,MAR 2005,19,"The effects of actinomycin D and cycloheximide on RNA and protein synthesis were investigated during pollen tube development of Pinus bungeana.

RNA and protein contents, protein expression patterns, cell wall components and ultrastructural changes of pollen tubes were studied using spectrophotometry, SDS-PAGE electrophoresis, Fourier transformed infrared (FTIR) microspectroscopy and transmission electron microscopy (TEM).

Pollen grains germinated in the presence of actinomycin D, but tube elongation and RNA synthesis were inhibited. By contrast, cycloheximide inhibited pollen germination and protein synthesis, induced abnormal tube morphology, and retarded the tube growth rate. SDS-PAGE analysis showed that protein expression patterns changed distinctly, with some proteins being specific for each phase. FTIR microspectroscopy established significant changes in the chemical composition of pollen tube walls. TEM analysis revealed the inhibitors caused disintegration of organelles involved in the secretory system.

These results suggested RNA necessary for pollen germination and early tube growth were present already in the pollen grains before germination, while the initiation of germination and the maintenance of pollen tube elongation depended on continuous protein synthesis."
