title,authors,journal,doi,pub_date,times_cited,abstract
Long-Term Spatial Memory and Learning Set Formation in Captive Capuchin Monkeys (Cebus libidinosus = Sapajus cay),"['Tujague, MP', 'Janson, CH', 'Lahitte, HB']",INTERNATIONAL JOURNAL OF PRIMATOLOGY,10.1007/s10764-015-9878-5,DEC 2015,0,"Researchers have long suspected that nonhuman primates have long-term spatial memory for locating food. However, few empirical studies have assessed spatial memory for a period longer than 1 day in nonhuman primates in a foraging context. We used a modified version of the radial maze to test long-term memory for periods of 2 days or longer in two groups of Cebus libidinosus = Sapajus cay (N = 10; N = 6) in captivity (environment completely human constructed) and semicaptivity (relatively natural environment with few human-made structures) at La Plata Zoo and Botanical Park, Buenos Aires, Argentina, between 2007 and 2010. The experimental design included a set of three accessible baited feeders interspersed among three nonaccessible baited feeders. We tested monkeys in one initial exposure period, four periods of long-term memory (2 days, 76 days, 76 + 2 days, and 4 months of delay), and one period of inversion of the experimental set location. We used the latter to analyze the monkeys' abilities to develop learning sets. Captive subjects appeared to remember sites with accessible and nonaccessible food for periods of 2 days, 76 days, and 4 months, and used learning sets to reduce relearning times when exposed to a change in the learned locations. Although semicaptive subjects also appeared to remember sites with accessible and nonaccessible food, their performance was less accurate. We conclude that capuchins used spatial memory to improve their foraging efficiency."
Implications of the Relationship Between Basicranial Flexion and Facial Orientation for the Evolution of Hominid Craniofacial Structures,"['Neaux, D', 'Gilissen, E', 'Coudyzer, W', 'Guy, F']",INTERNATIONAL JOURNAL OF PRIMATOLOGY,10.1007/s10764-015-9886-5,DEC 2015,0,"The basicranium and face have been linked through genetic, developmental, and functional relationships throughout their evolution. As a result, basicranial morphology most likely plays a major role in the evolution of facial structures. We describe the relationships between basicranial flexion and the face in Homo, Pan, and Gorilla to determine the role of cranial base angle reduction in the setup of the short and orthognathic face of Homo. We test the hypotheses that cranial base flexion plays a significant part in variation in facial orientation, length, and projection at the intraspecific level. The sample comprised 125 crania of adult specimens including 66 Homo sapiens, 32 Pan troglodytes, and 27 Gorilla gorilla. We described the cranial base and face using landmarks placed on scans of the surfaces and computed correlations between the cranial base angle and facial orientation, length, and projection. Our results support the hypotheses that cranial base flexion plays a significant part in facial orientation for Homo and Pan and in facial length for Pan. The hypothesis that basicranial flexion is related to a reduction of facial projection is not supported. The findings suggest that basicranial flexion can explain several anatomical specificities of hominins, including the reduction of prognathism and the reduction of the length of the nasopharynx. We found different patterns in the different genera, highlighting the fact that changes in the relationship between craniofacial structures may have occurred during hominid evolution."
"Forearm articular proportions and the antebrachial index in Homo sapiens, Australopithecus afarensis and the great apes","['Williams, FL', 'Cunningham, DL', 'Amaral, LQ']",HOMO-JOURNAL OF COMPARATIVE HUMAN BIOLOGY,10.1016/j.jchb.2015.07.001,2015,0,"When hominin bipedality evolved, the forearms were free to adopt nonlocomotor tasks which may have resulted in changes to the articular surfaces of the ulna and the relative lengths of the forearm bones. Similarly, sex differences in forearm proportions may be more likely to emerge in bipeds than in the great apes given the locomotor constraints in Gorilla, Pan and Pongo. To test these assumptions, ulnar articular proportions and the antebrachial index (radius length/ulna length) in Homo sapiens (n=51), Gorilla gorilla (n=88), Pan troglodytes (n=49), Pongo pygrnaeus (n=36) and Australopithecus afarensis A.L. 288-1 and A.L. 438-1 are compared. Intercept-adjusted ratios are used to control for size and minimize the effects of allometry. Canonical scores axes show that the proximally broad and elongated trochlear notch with respect to size in H. sapiens and A. afarensis is largely distinct from G. gorilla, P. troglodytes and P. pygmaeus. A cluster analysis of scaled ulnar articular dimensions groups H. sapiens males with A.L. 438-1 ulna length estimates, while one A.L. 288-1 ulna length estimate groups with Pan and another clusters most closely with H. sapiens, G. gorilla and A.L. 438-1. The relatively low antebrachial index Characterizing H. sapiens and non-outlier estimates of A.L. 288-1 and A.L. 438-1 differs from those of the great apes. Unique sex differences in H. sapiens suggest a link between bipedality and forearm functional morphology. (C) 2015 Elsevier GmbH. All rights reserved."
"Cocirculation of Two env Molecular Variants, of Possible Recombinant Origin, in Gorilla and Chimpanzee Simian Foamy Virus Strains from Central Africa","['Richard, L', 'Rua, R', 'Betsem, E', 'Mouinga-Ondeme, A', 'Kazanji, M', 'Leroy, E', 'Njouom, R', 'Buseyne, F', 'Afonso, PV', 'Gessain, A']",JOURNAL OF VIROLOGY,10.1128/JVI.01798-15,DEC 2015,0,"Simian foamy virus (SFV) is a ubiquitous retrovirus in nonhuman primates (NHPs) that can be transmitted to humans, mostly through severe bites. In the past few years, our laboratory has identified more than 50 hunters from central Africa infected with zoonotic SFVs. Analysis of the complete sequences of five SFVs obtained from these individuals revealed that env was the most variable gene. Furthermore, recombinant SFV strains, some of which involve sequences in the env gene, were recently identified. Here, we investigated the variability of the env genes of zoonotic SFV strains and searched for possible recombinants. We sequenced the complete env gene or its surface glycoprotein region (SU) from DNA amplified from the blood of (i) a series of 40 individuals from Cameroon or Gabon infected with a gorilla or chimpanzee foamy virus (FV) strain and (ii) 1 gorilla and 3 infected chimpanzees living in the same areas as these hunters. Phylogenetic analyses revealed the existence of two env variants among both the gorilla and chimpanzee FV strains that were present in zoonotic and NHP strains. These variants differ greatly (>30% variability) in a 753-bp-long region located in the receptor-binding domain of SU, whereas the rest of the gene is very conserved. Although the organizations of the Env protein sequences are similar, the potential glycosylation patterns differ between variants. Analysis of recombination suggests that the variants emerged through recombination between different strains, although all parental strains could not be identified.

IMPORTANCE

SFV infection in humans is a great example of a zoonotic retroviral infection that has not spread among human populations, in contrast to human immunodeficiency viruses (HIVs) and human T-lymphotropic viruses (HTLVs). Recombination was a major mechanism leading to the emergence of HIV. Here, we show that two SFV molecular envelope gene variants circulate among ape populations in Central Africa and that both can be transmitted to humans. These variants differ greatly in the SU region that corresponds to the part of the Env protein in contact with the environment. These variants may have emerged through recombination between SFV strains infecting different NHP species."
"Audience effects, but not environmental influences, explain variation in gorilla close distance vocalizations-A test of the acoustic adaptation hypothesis","['Hedwig, D', 'Mundry, R', 'Robbins, MM', 'Boesch, C']",AMERICAN JOURNAL OF PRIMATOLOGY,10.1002/ajp.22462,DEC 2015,0,"Close distance vocalizations are an integral part of primate vocal communication. They exhibit large acoustic variation which has been suggested to constitute flexible responses to the highly variable social setting of group living animals. However, a recent study suggested that acoustic variation in close distance calls of baboons may also arise from acoustic adaptations to environmental factors in order to counteract sound degradation. We tested whether the variation in calling rate and acoustic structure of gorilla close distance vocalizations may serve to counteract distorting effects of vegetation during sound propagation. Using focal animal sampling we recorded the vocal behavior of 15 adult individuals living in two groups: one group of western lowland gorillas Gorilla gorilla gorilla and one group of mountain gorillas Gorilla beringei beringei. We considered the distance between the caller and its nearest neighbor as the minimum transmission distance of calls; while vegetation density was quantified through measures of visibility. Our analysis revealed vocal plasticity in gorilla close calls in relation to changes in visibility and nearest neighbor distance. However, the observed changes in fundamental frequency and calling rate are unlikely to counteract degrading effects of vegetation, but rather seem to reflect reactions to variation in spatial and visual separation from other group members, similar to the audience effects demonstrated in a range of other species. We propose that vocal plasticity to counteract distorting environmental effects may not be prevalent across taxa and perhaps confined to species living in heterogeneous habitats with highly variable transmission conditions. Am. J. Primatol. 77:1239-1252, 2015. (c) 2015 Wiley Periodicals, Inc."
"Age-related motor dysfunction: Manual slowing in Gorilla gorilla gorilla
","['Mahovetz, LM', 'Stoinski, TS']",AMERICAN JOURNAL OF PRIMATOLOGY,10.1002/ajp.22484,DEC 2015,0,"Aging in humans and rhesus monkeys is commonly associated with motor function decrements including dexterity, speed, and strength. Despite their longevity and phylogenetic relatedness to humans, the effects of aging on motor function in non-human apes have been minimally studied. We conducted two experiments with western lowland gorillas (11-54 years of age) to determine whether aged gorillas exhibit motor deficits similar to those seen in other species. In experiment one, gorillas extracted up to 12 food rewards lodged in holes of a Lexan board. Extraction rates were calculated for eight test sessions. A repeated measures ANOVA revealed no main effects of session or sex on extraction rate, but a significant main effect of age. Comparisons between the first and last sessions showed that experience significantly improved extraction rates in young but not aged gorillas. In experiment two, gorillas retrieved a hex nut from three differently shaped rods with each hand for a reward. Latencies of retrieval were calculated for 16 test sessions. A repeated measures ANOVA revealed significant main effects of age class, sex, and session. There were significant interactions between session and sex, session and age, and session, sex, and age. These findings held when analyzing each rod shape separately. Post hoc comparisons revealed that young gorillas were significantly faster at the task than aged gorillas, and females were faster than males. This finding held only for the question mark shaped rod when analyzing each rod shape separately. Comparisons between the first and last sessions showed that experience did not significantly improve latencies in either age or sex class. The direction of these results are congruent with previous findings in humans and monkeys and suggest that aged gorillas experience deficits in bimanual coordination compared to younger gorillas and that age and sex influence fine motor ability in gorillas. Am. J. Primatol. 77:1316-1322, 2015. (c) 2015 Wiley Periodicals, Inc."
Diversity of malaria parasites in great apes in Gabon.,"['Boundenga, Larson', 'Ollomo, Benjamin', 'Rougeron, Virginie', 'Mouele, Lauriane Yacka', 'Mve-Ondo, Bertrand', 'Delicat-Loembet, Lucrece M', 'Moukodoum, Nancy Diamella', 'Okouga, Alain Prince', 'Arnathau, Celine', 'Elguero, Eric', 'Durand, Patrick', 'Liegeois, Florian', 'Boue, Vanina', 'Motsch, Peggy', 'Le Flohic, Guillaume', 'Ndoungouet, Alphonse', 'Paupy, Christophe', 'Ba, Cheikh Tidiane', 'Renaud, Francois', 'Prugnolle, Franck']",Malaria journal,10.1186/s12936-015-0622-6,2015-Dec (Epub 2015 Mar 14),0,"BACKGROUND: Until 2009, the Laverania subgenus counted only two representatives: Plasmodium falciparum and Plasmodium reichenowi. The recent development of non-invasive methods allowed re-exploration of plasmodial diversity in African apes. Although a large number of great ape populations have now been studied regarding Plasmodium infections in Africa, there are still vast areas of their distribution that remained unexplored. Gabon constitutes an important part of the range of western central African great ape subspecies (Pan troglodytes troglodytes and Gorilla gorilla gorilla), but has not been studied so far. In the present study, the diversity of Plasmodium species circulating in great apes in Gabon was analysed.

METHODS: The analysis of 1,261 faecal samples from 791 chimpanzees and 470 gorillas collected from 24 sites all over Gabon was performed. Plasmodium infections were characterized by amplification and sequencing of a portion of the Plasmodium cytochrome b gene.

RESULTS: The analysis of the 1,261 samples revealed that at least six Plasmodium species circulate in great apes in Gabon (Plasmodium praefalciparum, Plasmodium gorA (syn Plasmodium adleri), Plasmodium gorB (syn Plasmodium blacklocki) in gorillas and Plasmodium gaboni, P. reichenowi and Plasmodium billcollinsi in chimpanzees). No new phylogenetic lineages were discovered. The average infection rate was 21.3% for gorillas and 15.4% for chimpanzees. A logistic regression showed that the probability of infection was significantly dependent on the freshness of the droppings but not of the host species or of the average pluviometry of the months of collection."
Handedness for Unimanual Grasping in 564 Great Apes: The Effect on Grip Morphology and a Comparison with Hand Use for a Bimanual Coordinated Task,"['Meguerditchian, A', 'Phillips, KA', 'Chapelain, A', 'Mahovetz, LM', 'Milne, S', 'Stoinski, T', 'Bania, A', 'Lonsdorf, E', 'Schaeffer, J', 'Russell, J', 'Hopkins, WD']",FRONTIERS IN PSYCHOLOGY,10.3389/fpsyg.2015.01794,NOV 23 2015,0,"A number of factors have been proposed to influence within and between species variation in handedness in non-human primates. In the initial study, we assessed the influence of grip morphology on hand use for simple reaching in a sample of 564 great apes including 49 orangutans Pongo pygmaeus, 66 gorillas Gorilla gorilla, 354 chimpanzees Pan troglodytes and 95 bonobos Pan paniscus. Overall, we found a significant right hand bias for reaching. We also found a significant effect of the grip morphology of hand use. Grasping with the thumb and index finger was more prevalent in the right compared to left hand in all four species. There was no significant sex effect on the patterns of handedness. In a subsample of apes, we also compared consistency in hand use for simple reaching with previously published data on a task that measures handedness for bimanual actions. We found that the ratio of subjects with consistent right compared to left hand use was more prevalent in bonobos, chimpanzees and gorillas but not orangutans. However, for all species, the proportion of subjects with inconsistent hand preferences between the tasks was relatively high suggesting some measures may be more sensitive in assessing handedness than others."
Western Lowland Gorilla (Gorilla Gorilla Gorilla) Birth Patterns and Human Presence in Zoological Settings,"['Kurtycz, LMB', 'Ross, SR']",ZOO BIOLOGY,10.1002/zoo.21243,NOV-DEC 2015,0,"There is some evidence to suggest that zoo visitors may have a disruptive impact on zoo-housed animals, especially primates. While some consider western lowland gorillas (Gorilla gorilla gorilla) to be particularly reactive to large crowds, the evidence of these effects is mixed, and is likely highly influenced by exhibit design, and group composition. While the majority of studies have focused on behavioral responses to human presence, there is the potential for physiological effects as well, including the possibility of affecting the timing of parturition. Such effects have been demonstrated in laboratory-housed callitrichids and chimpanzees, but unlike laboratory settings where human presence is lowest during the weekends, human presence might peak during weekends in public zoo settings. However, in a study of zoo-housed chimpanzees, there were no significant differences between the number of chimpanzee births that occurred on weekdays compared to weekends [Wagner and Ross, 2008], and we sought to test these questions with gorillas. We analyzed the timing of 336 live gorilla births and 48 stillbirths at 53 accredited North American zoos from 1985-2014, and similarly to chimpanzees, found no weekend or weekday effect on number of births (live births: G = 0.000, p = 1; stillbirths: G = 0.166, p < 0.684). These data add to our understanding of the potential influence of human presence on primate behavior and physiology, and add to evidence suggesting that the effects of zoo visitors on exhibited species may be less profound than previously assumed. (C) 2015 Wiley Periodicals, Inc."
Being a victim or an aggressor: Different functions of triadic post-conflict interactions in wolves (Canis lupus lupus),"['Cordoni, G', 'Palagi, E']",AGGRESSIVE BEHAVIOR,10.1002/ab.21590,NOV-DEC 2015,0,"Animals adopt different behavioral strategies to cope with the conflict of interests coming from the competition over limited resources. Starting from the study on chimpanzees, post-conflict third-party affiliation (the affiliative contact provided by a third-party toward the victimVTAor the aggressorATA) was investigated mainly in primates. Later, this post-conflict mechanism has been demonstrated also in other mammals, such as wallabies, horses, dolphins, domestic dogs, and wolves. Here, we present data on triadic post-conflict affiliation in wolves (Canis lupus lupus) by exploring some of the hypotheses already proposed for primates and never tested before in other social mammals. In this carnivore species, the study of VTA and ATA revealed that these strategies cannot be considered as a unique behavioral category since they differ in many functional aspects. VTA serves to protect the victim by reducing the likelihood of reiterated attacks from the previous aggressor and to reinforce the relationship shared by the third-party and the victim. On the other hand, ATA has a role in bystander protection by limiting the renewed attacks of the previous aggressor toward uninvolved group-members (potential third-parties). In conclusion, exploring VTA and ATA gives the opportunity to concurrently demonstrate some functional differences in triadic post-conflict affiliation according to the different targets of bystanders (victims or aggressors). The data comparison between primates and other social mammals should permit to open new lines of research. Aggr. Behav. 41:526-536, 2015. (c) 2015 Wiley Periodicals, Inc."
