title,authors,journal,doi,pub_date,times_cited,abstract
EGYPTIAN VULTURE (NEOPHRON PERCNOPTERUS) USES STONE-THROWING TO BREAK INTO A GRIFFON VULTURE (GYPS FULVUS) EGG,"['Barcell, M', 'Benitez, JR', 'Solera, F', 'Roman, B', 'Donazar, JA']",JOURNAL OF RAPTOR RESEARCH,NA,DEC 2015,0,NA
"Identifying key demographic parameters for the viability of a growing population of the endangered Egyptian Vulture Neophron percnopterus
","['Tauler, H', 'Real, J', 'Hernandez-Matias, A', 'Aymerich, P', 'Baucells, J', 'Martorell, C', 'Santandreu, J']",BIRD CONSERVATION INTERNATIONAL,10.1017/S0959270914000392,DEC 2015,0,"The Egyptian Vulture Neophron percnopterus is a threatened species throughout its worldwide range. The Iberian Peninsula holds 50% of its global population, which has declined by 25% over the last 20 years. Despite this negative global trend, an increase in the number of individuals over the last 25 years has been observed in Catalonia, where it has colonised areas in which it was previously unknown. In this study, we describe the demographic evolution of an increasing population of Egyptian Vultures in central and eastern Catalonia and we apply population models and maximum likelihood procedures to investigate both the main demographic processes driving the observed trends and the viability of the population. The number of pairs in this region increased from one to 22 in the period 1988-2012. The best-supported models suggest that adult survival in this population may be higher than in other Iberian populations and that furthermore, there is a continuous influx of immigrants. Based on the most likely scenarios, Population Viability Analysis predicts that the population will continue to increase. Sensitivity analysis indicates that the adult survival rate has the greatest influence on population dynamics so conservation efforts will be more effective if concentrated on improving this rate."
Population decline and range contraction of the Egyptian Vulture Neophron percnopterus in the Balkan Peninsula,"['Velevski, M', 'Nikolov, SC', 'Ben Hallmann', 'Dobrev, V', 'Sidiropoulos, L', 'Saravia, V', 'Tsiakiris, R', 'Arkumarev, V', 'Galanaki, A', 'Kominos, T', 'Stara, K', 'Kret, E', 'Grubac, B', 'Lisicanec, E', 'Kastritis, T', 'Vavylis, D', 'Topi, M', 'Hoxha, B', 'Oppel, S']",BIRD CONSERVATION INTERNATIONAL,10.1017/S0959270914000343,DEC 2015,1,"The Egyptian Vulture has been classified as Endangered' due to a rapid population decline in India and long term declines in Europe and Africa. Although the species has been reported to be declining in Eastern Europe, no quantitative assessment of the magnitude or the causes for population declines are available. We used monitoring data from the Balkan Peninsula to estimate changes in population size and extent of occurrence of Egyptian Vultures between 1980 and 2013. We quantified population trends in three countries (Bulgaria, Greece and the former Yugoslav Republic [FYR] of Macedonia) to assess whether population declines are similar within the Balkan range states. We found a rapid and consistent decline of the Egyptian Vulture population that was largely similar among the three countries (lambda = 0.940 in FYR of Macedonia, 0.951 in Bulgaria, 0.920 in Greece). As a consequence of population declines, the breeding range of Egyptian Vultures has contracted and the population in the Balkan Peninsula has fragmented into six subpopulations separated by more than 80 km. Population declines may be driven by factors such as poisoning, electrocution, direct persecution and changes in food availability which operate at large spatial scales and affect birds both on breeding grounds as well as during migration and wintering. Because the relative importance of threats to the survival of Egyptian Vultures are poorly understood, there is a critical need for research into causes of mortality and potential conservation actions that may halt and reverse population declines."
Modeling the consequences of the demise and potential recovery of a keystone-species: wild rabbits and avian scavengers in Mediterranean landscapes,"['Cortes-Avizanda, A', 'Colomer, MA', 'Margalida, A', 'Ceballos, O', 'Donazar, JA']",SCIENTIFIC REPORTS,10.1038/srep17033,NOV 23 2015,0,"Restoration of demised keystone-species populations is an overriding concern in conservation biology. However, since no population is independent of its environment, progress is needed in predicting the efficacy of restoration in unstable ecological contexts. Here, by means of Population Dynamics P-system Models (PDP), we studied long-term changes in the population size of Egyptian vultures (Neophron percnopterus) inhabiting a Natural Park, northern Spain, to changes in the numbers of wild rabbits (Oryctolagus cuniculus), a keystone-species of Mediterranean ecosystems that have suffered >90% population decline after a hemorrhagic disease outbreak. Low availability of rabbit carcasses leads Egyptian vultures to extend their foraging activities to unprotected areas with higher non-natural mortality whereas growing numbers of griffon vultures (Gyps fulvus), a dominant competitor, progressively monopolize trophic resources resulting in a focal population decrease. Modeling shows that, even if keystone-species populations recover in core protected areas, the return to the original studied population size may be unfeasible, due to both the high non-natural mortality rates in humanized areas and long-term changes in the scavenger guild structure. Policy decisions aimed to restore keystone-species should rely on holistic approaches integrating the effects of spatial heterogeneity on both producer and consumer populations as well as within-guild processes."
Relative contribution of local demography and immigration in the recovery of a geographically-isolated population of the endangered Egyptian vulture,"['Lieury, N', 'Gallardo, M', 'Ponchon, C', 'Besnard, A', 'Millon, A']",BIOLOGICAL CONSERVATION,10.1016/j.biocon.2015.07.008,NOV 2015,0,"In a context of increasing concern for biodiversity conservation but decreasing resources devoted to species management, measuring the impact of actions is critically needed so as to optimise conservation practices. Long-term longitudinal data collected on marked individuals allow for an assessment of the demographic response of a population to conservation actions while accounting for potential confounding factors. This study focused on the recovery of a geographically-isolated population of the endangered Egyptian vulture in south-eastern France, which experienced food shortages induced by major changes in habitat and sanitary legislation limiting the abandonment of dead animals in the field. The survival rates and population dynamics of the Egyptian vulture were computed, following the implementation of supplementary feeding stations, while accounting for the potential variation in environmental conditions on wintering grounds, reproduction and immigration. An integrated population model (IPM) was used to combine capture-resighting data with recoveries of dead birds, breeding surveys and counts of territorial pairs over a 16-year period. Results showed that the implementation of vulture restaurants improved the local survival rates and successfully stabilised the local demography of Egyptian vultures; this despite a reduction in average fecundity due to compensatory density feedback. Moreover, throughout the study period, about two thirds of the new recruits into the breeding population were immigrants, suggesting immigration constantly sustained the Egyptian vulture population in south-eastern France. However, we did not detect any effect of vulture restaurants on the immigration rate, indicating that the improvement of local survival by vulture restaurants remained the main driver of the positive shift in the population dynamics. This study highlights the positive impact of vulture restaurants on Egyptian vulture population restoration by compensating for natural food limitations. It also points out the methodological importance of estimating immigration for understanding population dynamics and that large-scale monitoring and internationally-concerted conservation should be promoted. (C) 2015 Elsevier Ltd. All rights reserved."
Age-dependent survival of island vs. mainland populations of two avian scavengers: delving into migration costs,"['Sanz-Aguilar, A', 'De Pablo, F', 'Donazar, JA']",OECOLOGIA,10.1007/s00442-015-3355-x,OCT 2015,0,"Large terrestrial long-lived birds (including raptors) are typically sedentary on islands, even when they are migratory on the mainland. Density-dependent variation in the age at first breeding has been described as responsible for the long-term persistence of long-lived bird populations on islands. However, sedentary island populations may also benefit from higher survival rates derived from the absence of migration costs, especially for young individuals. Thus, sedentary island populations can mimic a natural experiment to study migration costs. We estimated the age-dependent survival of two sedentary raptors on the island of Menorca (Egyptian vultures Neophron percnopterus and red kites Milvus milvus) and compared these estimates with those reported for other migratory and sedentary populations. In Menorca, Egyptian vultures, but not red kites, showed low levels of human-related mortality resulting in extremely high survival probabilities, probably due to different diet choices and behavioral patterns. Juvenile Egyptian vultures and red kites in the studied population had lower survival probabilities than adults. This difference, however, was smaller than those reported for mainland migrant populations, which showed a lower juvenile survival rate. In fact, between-population comparisons suggested that survival of the young in migrant populations may be triggered by mortality factors in wintering areas. In contrast, adult survival may respond to mortality factors in breeding areas. Our results suggest that raptor species that become sedentary on islands may benefit from higher pre-breeder survival prospects in comparison with their mainland migrant counterparts. This fact, in combination with an earlier age at first reproduction, may facilitate their persistence."
Livestock-driven land use change to model species distributions: Egyptian vulture as a case study,"['Mateo-Tomas, P', 'Olea, PP']",ECOLOGICAL INDICATORS,10.1016/j.ecolind.2015.05.017,OCT 2015,0,"Species distribution models (SDMs) are increasingly used to predict species ranges and their shifts under future scenarios of global environmental change (GEC). SDMs are thus incorporating key drivers of GEC (e.g. climate, land use) to improve predictions of species' habitat suitability (i.e. as an indicator of species occurrence). Yet, most SDMs incorporating land use only consider dominant land cover types, largely ignoring other key aspects of land use such as land management intensity and livestock. We developed SDMs including main land use components (i.e. land cover, livestock and its management intensity) to assess their relative importance in shaping habitat suitability for the Egyptian vulture, an endangered raptor linked to livestock presence. We modelled current and future (2020 and 2050) habitat suitability for this vulture using an organism-centred approach. This allowed us to account for basic species' habitat needs (i.e. nesting cliff) while gaining insight into our variables of interest (i.e. livestock and land cover). Once nest-site requirements were fulfilled, land use variables (i.e. openland and sheep and goat density) were the main factors determining species' habitat suitability. Current suitable area could decrease by up to 6.81% by 2050 under scenarios with rapid economic growth but no focus on environmental conservation and rural development. Local solutions to environmental sustainability and rural development could double current habitat suitability by 2050. Land use is expected to play a key role in determining Egyptian vulture's distribution through land cover change but also through changes in livestock management (i.e. species and stocking density). Change in stocking densities (sheep and goats/km(2)) becomes thus an indicator of habitat suitability for this vulture in our study area. Abandonment of agro-pastoral practises (i.e. below similar to 15-20 sheep and goats/km(2)) will negatively influence the species distribution. Nonetheless, livestock densities above these values will not further increase habitat suitability. Given the widespread impacts of livestock on ecosystems, the role of livestock and its management intensity in SDMs for other (non-livestock-related) species should be further explored. (C) 2015 Elsevier Ltd. All rights reserved."
Optimization of supplementary feeding programs for European vultures depends on environmental and management factors,"['Moreno-Opo, R', 'Trujillano, A', 'Margalida, A']",ECOSPHERE,10.1890/ES15-00009.1,JUL 2015,0,"Despite the consensus among ecologists and conservationists of the importance of maintaining scavenger feeding patterns based primarily on natural prey sources, human-mediated feeding remains a widely used management tool for threatened wildlife. Thus, it is important to understand the key factors favoring certain species and age-groups at supplementary feeding sites. Through a detailed videomonitored experiment of carrion inputs at different locations in the Iberian Peninsula (home of >90% of European vultures), we assessed how variables related to weather, time, demography, management and alternative food availability influenced the occurrence patterns of different age-classes of vultures at feeding sites. The most threatened and less gregarious species (bearded vulture Gypaetus barbatus and Egyptian vulture Neophron percnopterus) attended to earlier inputs, thus reducing interspecific competition with the Eurasian griffon vulture Gyps fulvus. The bearded vulture was favored by a larger biomass supply at the feeding sites during the chick-rearing period, while the Egyptian vulture preferred frequent and abundant inputs. Non-adult cinereous vultures Aegypius monachus were favored at times of lower abundance of natural resources and in the densest networks of feeding sites, while adults preferentially attended sites with periodic inputs close to breeding colonies in areas with lower availability of other natural prey. Finally, the Eurasian griffon vulture showed a preference for continued and periodic inputs, and for feeding sites with numerous other feeding sites in the surroundings. Our results help to inform the management of supplementing food provision with the aim of enhancing its value to reverse the unfavorable conservation status of endangered species and to mitigate the negative effects of the current global threats impacting them."
"Multidrug-resistant Salmonella enterica Serovar Typhimurium Monophasic Variant 4,12:i:- Isolated from Asymptomatic Wildlife in a Catalonian Wildlife Rehabilitation Center, Spain","['Molina-Lopez, RA', 'Vidal, A', 'Obon, E', 'Martin, M', 'Darwich, L']",JOURNAL OF WILDLIFE DISEASES,10.7589/2015-01-019,JUL 2015,0,"Wildlife can act as long-term asymptomatic reservoirs for zoonofic bacteria, such as Salmonella. The prevalence and antimicrobial-susceptibility profiles of Salmonella spp. were assessed in 263 cases in wildlife from 22 animal orders from a wildlife rehabilitation center in Catalonia (NE Spain), September 2013 May 2014. Eleven of 263 tested animals were positive for Salmonella spp., representing an overall prevalence of 4.2%. Prevalences by taxonomic categories were 2% in mammals, 4.7% in birds, and 4.5% in reptiles. By species, one each of European hedgehog (Erinaceus europeus; from a sample of n=26), Eurasian Eagle Owl (Bubo bubo; n=2), Barn Owl (Tyto alba; n=3), Tawny Owl (Strix aluco; n=20), Egyptian Vulture (Neophron percnopterus; n=1), Griffon Vulture (Gyps fulvus; n=1), and Hoopoe (Upupa epops; n=2), and two each Common Kestrels (Falco tinnunculus; n=16) and pond sliders (Trachemys scripta; n=25) were positive for Salmonella. By serotyping, seven of eleven isolates were classified as S. enterica subsp. enterica serovar Typhimurium, and five of seven belonged to the monophasic variant 4,12:i:-. All the monophasic variants were isolated from birds (4/5 in raptors) and showed a multidrug-resistance (MDR) profile to at least ampicillin, streptomycin, sulfonamide, and tetracycline (R-type ASSuT), and up to 12 antibiotics. The large proportion of S. Typhimurium monophasic MDR strains detected in wildlife never treated with antibiotics, especially in raptors, adds more complexity to the epidemiologic control of one of the most frequent serovars involved in human and livestock infection."
"Action on multiple fronts, illegal poisoning and wind farm planning, is required to reverse the decline of the Egyptian vulture in southern Spain","['Sanz-Aguilar, A', 'Sanchez-Zapata, JA', 'Carrete, M', 'Benitez, JR', 'Avila, E', 'Arenas, R', 'Donazar, JA']",BIOLOGICAL CONSERVATION,10.1016/j.biocon.2015.03.029,JUL 2015,2,"Large body-sized avian scavengers, including the Egyptian vulture (Neophron percnopterus), are globally threatened due to human-related mortality so guidelines quantifying the efficacy of different management approaches are urgently needed. We used 14 years of territory and individual-based data on a small and geographically isolated Spanish population to estimate survival, recruitment and breeding success. We then forecasted their population viability under current vital rates and under management scenarios that mitigated the main sources of non-natural mortality at breeding grounds (fatalities from wind farms and illegal poisoning). Mean breeding success was 0.68 (SD = 0.17) under current conditions. Annual probabilities of survival were 0.72 (SE = 0.06) for fledglings and 2 yr old non-breeders, 0.73 (SE = 0.04) for non-breeders older than 2 yrs old and 0.93 (SE = 0.04) for breeders. Probabilities of recruitment were 0 for birds aged 1-4, 0.10 (SE = 0.06) for birds aged 5 and 0.19 (SE = 0.09) for older birds. Population viability analyses estimated an annual decline of 3-4% of the breeding population under current conditions. Our results indicate that only by combining different management actions in the breeding area, especially by removing the most important causes of human-related mortality (poisoning and collisions on wind farms), will the population grow and persist in the long term. Reinforcement with captive breeding may also have positive effects but only in combination with the reduction in causes of non-natural mortality. These results, although obtained for a focal species, may be applicable to other endangered populations of long-lived avian scavengers inhabiting southern Europe. (C) 2015 Elsevier Ltd. All rights reserved."
